TITLE_CRAZY,RULE 0 RULE 0 RULE 0 RULE 0,RÈGLE N°0 RÈGLE N°0 RÈGLE N°0 RÈGLE N°0,REGOLA 0 REGOLA 0 REGOLA 0 REGOLA 0,REGEL 0 REGEL 0 REGEL 0 REGEL 0,REGLA 0 REGLA 0 REGLA 0,REGLA 0 REGLA 0 REGLA 0 REGLA 0,REGRA 0 REGRA 0 REGRA 0 REGRA 0,ПРАВИЛО 0 ПРАВИЛО 0 ПРАВИЛО 0,ПРАВИЛО 0 ПРАВИЛО 0 ПРАВИЛО 0 ПРАВИЛО 0,0 号守则 0 号守则 0 号守则,,ルール0、ルール0、ルール0、ルール0,규칙 0번 규칙 0번 규칙 0번 규칙 0번,ZASADA 0 ZASADA 0 ZASADA 0 ZASADA 0,KURAL 0 KURAL 0 KURAL 0,ENDLINE
DONTFORGET,DON'T FORGET<br><size=150%>RULE 0!,N'OUBLIEZ JAMAIS<br><size=150%>LA RÈGLE N°0 !,NON DIMENTICARE LA<br><size=150%>REGOLA 0!,VERGISS NIEMALS<br><size=150%>REGEL 0!,¡NO OLVIDES LA<br><size=150%>REGLA 0!,¡NO OLVIDES LA<br><size=150%>REGLA 0!,NÃO ESQUEÇA DA<br><size=150%>REGRA 0!,НЕ ЗАБЫВАЙТЕ<br><size=150%>ПРАВИЛО 0!,ПАМ’ЯТАЙТЕ ПРО<br><size=150%>ПРАВИЛО 0!,勿忘<br><size=150%>0 号守则！</size>,,<size=150%>ルール0を</size><br>忘れるな！,<size=150%>규칙 0번</size>을<br>잊지 마라!,NIE ZAPOMINAJ O<br><size=150%>ZASADZIE 0!,SAKIN UNUTMA:<br><size=150%>KURAL 0!,ENDLINE
NEVERABANDON,Never Abandon a Friend in Need!,On n'abandonne jamais un ami dans le besoin !,Mai abbandonare un amico in difficoltà!,Lass niemals einen Freund in Not im Stich!,¡Nunca abandones a un amigo en apuros!,¡Nunca abandones a un amigo en apuros!,Nunca deixe um amigo para trás!,Никогда не оставляйте друга в беде!,Ніколи не залишайте друга в біді!,决不放弃有难的朋友！,,困っている仲間を見捨てるな！,절대로 도움이 필요한 친구를 두고 가지 마라!,Nigdy nie opuszczaj druha w potrzebie!,Asla Yardıma Muhtaç Bir Arkadaşını Terk Etme!,ENDLINE
WEMADEIT,"We made it!!<br><br>Even without our scoutmaster's help, we managed to get rescued!<br><br>SněžnýPerník managed to make it up first.<br>Zedorfska made it out without a scratch.<br>CaptainBear was injured but in great spirits.<br>Squdel & Kirpich are a little bruised. Good thing they had each other!<br>Ronokopl kept the team fed and safe.<br><br>Mr. Myres, if you're reading this... We couldn't find you!! I'm sorry!","On a réussi !<br><br>Même sans l'aide de notre chef scout, nous avons alerté les secours !<br><br>SněžnýPerník a devancé tout le monde.<br>Zedorfska n'a pas subi la moindre égratignure.<br>CaptainBear a su garder le moral malgré ses blessures.<br>Heureusement pour eux, Squdel & Kirpich ont pu compter l'un sur l'autre malgré leurs blessures.<br>Ronokopl a assuré le ravitaillement et la sécurité de toute l'équipe.<br><br>M. Myres, si jamais vous lisez un jour ce message... On n'a pas réussi à vous retrouver ! Déso !","Ce l'abbiamo fatta!<br><br>Anche senza l'aiuto del nostro Capo scout, siamo riusciti a farci salvare!<br><br>SněžnýPerník ha raggiunto la cima prima di tutti.<br>Zedorfska non si è fatta neanche un graffio.<br>CaptainBear, nonostante le ferite, era di ottimo umore.<br>Squdel & Kirpich hanno qualche livido, ma per fortuna erano insieme!<br>Ronokopl ha fatto in modo che fossimo ben nutriti e al sicuro.<br><br>Capo scout Myres, se ci stai leggendo... Non siamo riusciti a trovarti! Mi dispiace!","Wir haben es geschafft!!<br><br>Auch ohne die Hilfe unseres Feldmeisters konnten wir gerettet werden!<br><br>SněžnýPerník hat es als Erster nach oben geschafft.<br>Zedorfska hat es unversehrt überstanden.<br>CaptainBear war verletzt, aber bester Laune.<br>Squdel und Kirpich sind etwas angeschlagen. Gut, dass sie einander hatten!<br>Ronokopl hat das Team immer gut versorgt und beschützt.<br><br>Herr Myres, wenn Sie das hier lesen ... Wir konnten Sie nicht finden! Es tut mir leid!","¡Lo hemos logrado!<br><br>¡Aun sin ayuda del jefe de exploradores, hemos conseguido que nos rescaten!<br><br>SněžnýPerník fue el primero en llegar.<br>Zedorfska ha escapado sin un solo rasguño.<br>CaptainBear está herido, pero de muy buen humor.<br>Squdel y Kirpich están un poco magullados. ¡Menos mal que se tenían el uno al otro!<br>Ronokopl mantuvo al grupo alimentado y a salvo.<br><br>Señor Myres, si está leyendo esto... ¡no pudimos encontrarle! ¡Lo siento muchísimo!","¡¡Lo logramos!!<br><br>¡Incluso sin la ayuda de nuestro jefe de tropa, conseguimos que nos rescataran!<br><br>SněžnýPerník logró llegar primero.<br>Zedorfska consiguió salir sin un rasguño.<br>CaptainBear sufrió heridas, pero estaba de muy buen humor.<br>Squdel y Kirpich tenían uno que otro moretón. ¡Menos mal que se cuidaron entre sí!<br>Ronokopl mantuvo alimentado y a salvo al equipo.<br><br>Jefe Myres, si está leyendo esto... ¡¡No pudimos encontrarlo!! ¡Lo siento!","Conseguimos!<br><br>Mesmo sem a ajuda do chefe escoteiro, conseguimos ser resgatados!<br><br>SněžnýPerník chegou em primeiro no pico.<br>Zedorfska alcançou o topo sem nenhum arranhão.<br>CaptainBear teve lesões, mas sem perder o bom humor.<br>Squdel e Kirpich sofreram alguns arranhões. Ainda bem que tinham um ao outro!<br>Ronokopl manteve a equipe segura e alimentada.<br><br>Sr. Myres, se estiver lendo isso... Não conseguimos encontrá-lo! Sinto muito!","Мы выжили!<br><br>Спаслись даже без помощи нашего командира!<br><br>SněžnýPerník первым дошел до цели.<br>Zedorfska не получила ни царапины.<br>CaptainBear был ранен, но не пал духом.<br>Squdel и Kirpich получили синяки. Хорошо, что они есть друг у друга!<br>Ronokopl кормил и заботился об отряде.<br><br>Мистер Майрес, если вы это читаете... Мы не смогли вас найти! Простите!","У нас усе вийшло!!<br><br>Нам вдалося врятуватися навіть без допомоги нашого скаутмайстра!<br><br>SněžnýPerník піднявся першим.<br>Zedorfska не отримав жодної подряпини.<br>CaptainBear поранений, але в доброму настрої.<br>Squdel і Kirpich мають кілька синців. Пощастило, що вони були разом!<br>За їжу й безпечну атмосферу подякуємо Ronokopl.<br><br>Пане Майресе, якщо ви читаєте це... Ми не змогли знайти вас! Вибачте!",我们成功了！<br><br>即便没有领队的帮助，我们竟然还是获救了！<br><br>施涅佩克首先抵达。泽多茨卡则是毫发无损。<br>大熊队长受了点伤不过精神不错。<br>斯库德和吉尔皮有点浮肿，好在他们能相互支持！<br>是罗诺普一直在为大家保障食物和安全。<br><br><br>迈尔斯老师，如果您能看到这条的话……我们实在找不到你！！抱歉了！,,やった！！<br><br>隊長のサポートなしで救助された！<br><br>SněžnýPerníkは誰よりも先に登頂した。<br>Zedorfskaは擦り傷なしで登頂した。<br>CaptainBearは怪我したけど元気だ。<br>SqudelとKirpichはちょっとばかりあざを作った。けど、2人とも無事だ！<br>Ronokoplはチームの食事と安全を管理した。<br><br>マイアーズさん、あなたがもしこれを読んでいるなら...置き去りにしてごめんなさい！,"우리가 해냈다!!<br><br>스카우트 지도자의 도움 없이도 무사히 구조됐다!<br><br>제일 먼저 정상에 오른 건 SněžnýPerník였다.<br>Zedorfska는 상처 하나 없이 빠져나왔다.<br>CaptainBear는 조금 다치긴 했지만 기분은 엄청 좋아 보였다.<br>Squdel과 Kirpich는 멍이 좀 들었다. 서로 함께 있어서 다행이었다!<br>Ronokopl은 우리 팀이 먹을 것을 챙기고 모두를 안전하게 지켜줬다.<br><br>마이어스 선생님, 이걸 보고 계신다면... 정말 죄송해요!! 아무리 찾아도 선생님이 안 보였어요!","Udało nam się!<br><br>Nawet bez pomocy harcmistrza zostaliśmy uratowani.<br><br>SněžnýPerník jako pierwszy wspiął się na szczyt.<br>Zedorfska nie miała nawet jednego zadrapania.<br>CaptainBear został ranny, ale jest w świetnym nastroju.<br>Squdel i Kirpich są trochę posiniaczeni. Dobrze, że mogli liczyć na siebie nawzajem!<br>Dzięki Ronokopl drużyna była wykarmiona i bezpieczna.<br><br>Panie Myres, jeśli pan to czyta... Nie udało nam się pana odnaleźć! Przepraszam!",Başardık!!<br><br>Oymakbaşı'nın yardımı olmasa bile kurtarılmayı başardık!<br><br>İlk SněžnýPerník tepeye çıkmayı başardı.<br>Zedorfska burnu bile kanamadan çıktı.<br>CaptainBear yaralıydı fakat keyfi gayet yerindeydi.<br>Squdel & Kirpich biraz hırpalandılar. İyi ki birbirlerine destek oldular!<br>Ronokopl takımı güvende tuttu ve karnımızı doyurdu.<br><br>Bay Myres eğer bunu okuyorsanız... Sizi bulamadık!! Üzgünüm!,ENDLINE
GENERAL,GENERAL,GÉNÉRAL,GENERALI,ALLGEMEIN,GENERAL,GENERAL,GERAL,ОБЩИЕ,ЗАГАЛЬНІ ПАРАМЕТРИ,通用,,全般,일반,OGÓLNE,GENEL,ENDLINE
GRAPHICS,GRAPHICS,GRAPHISMES,GRAFICA,GRAFIK,GRÁFICOS,GRÁFICOS,GRÁFICOS,ГРАФИКА,ВІДЕО,图像,,グラフィックス,그래픽,GRAFIKA,GRAFİKLER,ENDLINE
AUDIO,AUDIO,AUDIO,AUDIO,AUDIO,SONIDO,SONIDO,ÁUDIO,ЗВУК,АУДІО,音频,,オーディオ,오디오,DŹWIĘK,SES,ENDLINE
FIELD OF VIEW,FIELD OF VIEW,CHAMP DE VISION,CAMPO VISIVO,SICHTFELD,CAMPO DE VISIÓN,CAMPO DE VISIÓN,CAMPO DE VISÃO,ПОЛЕ ЗРЕНИЯ,ПОЛЕ ЗОРУ,视野,,視野,시야 범위,POLE WIDZENIA,GÖRÜŞ AÇISI,ENDLINE
MOUSE SENSITIVITY,MOUSE SENSITIVITY,SENSIBILITÉ SOURIS,SENSIBILITÀ MOUSE,MAUS-EMPFINDLICHKEIT,SENSIBILIDAD DEL RATÓN,SENSIBILIDAD DEL MOUSE,SENSIBILIDADE DO MOUSE,ЧУВСТВИТЕЛЬНОСТЬ МЫШИ,ЧУТЛИВІСТЬ МИШІ,鼠标灵敏度,,マウス感度,마우스 감도,CZUŁOŚĆ MYSZKI,FARE HASSASİYETİ,ENDLINE
CONTROLLER SENSITIVITY,CONTROLLER SENSITIVITY,SENSIBILITÉ MANETTE,SENSIBILITÀ CONTROLLER,CONTROLLER-EMPFINDLICHKEIT,SENSIBILIDAD DEL MANDO,SENSIBILIDAD DEL CONTROL,SENSIBILIDADE DO CONTROLE,ЧУВСТВИТЕЛЬНОСТЬ КОНТРОЛЛЕРА,ЧУТЛИВІСТЬ КОНТРОЛЕРА,手柄灵敏度,,コントローラー感度,컨트롤러 감도,CZUŁOŚĆ KONTROLERA,OYUN KUMANDASI HASSASİYETİ,ENDLINE
INVERT X,INVERT X,INVERSION X,INVERTI X,X UMKEHREN,INVERTIR EJE X,INVERTIR X,INVERTER EIXO X,ИНВЕРТИРОВАТЬ ПО ОСИ Х,ІНВЕРТУВАТИ ВІСЬ X,X 轴反转,,X軸の反転,X축 반전,ODWRÓĆ X,X EKSENİNİ TERSİNE ÇEVİR,ENDLINE
INVERT Y,INVERT Y,INVERSION Y,INVERTI Y,Y UMKEHREN,INVERTIR EJE Y,INVERTIR Y,INVERTER EIXO Y,ИНВЕРТИРОВАТЬ ПО ОСИ Y,ІНВЕРТУВАТИ ВІСЬ Y,Y 轴反转,,Y軸の反転,Y축 반전,ODWRÓĆ Y,Y EKSENİNİ TERSİNE ÇEVİR,ENDLINE
ON,ON,AVEC,SÌ,AN,SÍ,SÍ,LIG.,ВКЛ.,УВІМК.,开,,オン,켜기,WŁ.,AÇIK,ENDLINE
OFF,OFF,SANS,NO,AUS,NO,NO,DESL.,ВЫКЛ.,ВИМК.,关,,オフ,끄기,WYŁ.,KAPALI,ENDLINE
WINDOW MODE,WINDOW MODE,FORMAT D'AFFICHAGE,MODALITÀ FINESTRA,BILDMODUS,MODO VENTANA,MODO VENTANA,MODO JANELA,РЕЖИМ ОТОБРАЖЕНИЯ,ВІКОННИЙ РЕЖИМ,窗口模式,,ウィンドウモード,창 모드,TRYB OKNA,PENCERE MODU,ENDLINE
WINDOWED,WINDOWED,FENÊTRÉ,FINESTRA,FENSTER,VENTANA,VENTANA,JANELA,В ОКНЕ,У ВІКНІ,窗口化,,ウィンドウ表示,창 모드,W OKNIE,PENCERELİ,ENDLINE
FULLSCREEN,FULLSCREEN,PLEIN ÉCRAN,SCHERMO INTERO,VOLLBILD,PANTALLA COMPLETA,PANTALLA COMPLETA,TELA CHEIA,ПОЛНЫЙ ЭКРАН,ПОВНОЕКРАННИЙ РЕЖИМ,全屏,,全画面表示,전체 화면,PEŁNY EKRAN,TAM EKRAN,ENDLINE
WINDOWED FULLSCREEN,WINDOWED FULLSCREEN,PLEIN ÉCRAN FENÊTRÉ,SCHERMO INTERO SENZA BORDI,RANDLOSES FENSTER,VENTANA SIN BORDES,VENTANA SIN BORDES,TELA CHEIA EM JANELA,В ОКНЕ НА ПОЛНЫЙ ЭКРАН,ПОВНОЕКРАННИЙ РЕЖИМ У ВІКНІ,窗口化全屏,,ボーダーレスウィンドウ,경계 없는 창,PEŁNY EKRAN W OKNIE,PENCERELİ TAM EKRAN,ENDLINE
RESOLUTION,RESOLUTION,RÉSOLUTION,RISOLUZIONE,AUFLÖSUNG,RESOLUCIÓN,RESOLUCIÓN,RESOLUÇÃO,РАЗРЕШЕНИЕ,РОЗДІЛЬНА ЗДАТНІСТЬ,分辨率,,解像度,해상도,ROZDZIELCZOŚĆ,ÇÖZÜNÜRLÜK,ENDLINE
MAX FRAMERATE,MAX FRAMERATE,IPS MAXIMUM,FRAME RATE MASSIMO,MAX. BILDRATE,TASA MÁX. DE FOTOGRAMAS,TASA DE FOTOGRAMAS MÁXIMA,TAXA DE QUADROS,МАКС. ЧАСТОТА КАДРОВ,МАКС. ЧАСТОТА КАДРІВ,最大帧率,,最大フレームレート,최대 프레임 속도,MAKS. LICZBA KLATEK,MAKSİMUM KARE HIZI,ENDLINE
VSYNC,VSYNC,VSYNC,SINCRONIZZAZIONE VERTICALE,VSYNC,SINCRONIZACIÓN VERTICAL,SINCRONIZACIÓN VERTICAL,VSYNC,ВЕРТ. СИНХРОНИЗАЦИЯ,ВЕРТИКАЛЬНА СИНХРОНІЗАЦІЯ,垂直同步,,垂直同期,수직 동기화,SYNCHRONIZACJA PIONOWA,DİKEY EŞİTLEME,ENDLINE
NONE,NONE,SANS,NO,AUS,NINGUNA,NINGUNO,NENHUM,НЕТ,ВІДСУТНЄ ЗНАЧЕННЯ,无,,なし,없음,BRAK,YOK,ENDLINE
ENABLED,ENABLED,AVEC,SÌ,AN,ACTIVADA,ACTIVADO,HABILITADO,ВКЛ.,УВІМКНУТО,启用,,有効,활성화,WŁ.,ETKİN,ENDLINE
RENDER SCALE,RENDER SCALE,ÉCHELLE DE RENDU,SCALA DI RENDERING,RENDER-SKALIERUNG,ESCALA DE RENDERIZADO,ESCALA DE RENDERIZADO,ESCALA DE RENDERIZAÇÃO,МАСШТАБ ОТОБРАЖЕНИЯ,МАСШТАБ РЕНДЕРИНГУ,渲染比例,,レンダースケール,렌더링 비율,SKALA RENDEROWANIA,GÖRÜNTÜ ÖLÇEKLENDİRMESİ,ENDLINE
SHADOW DISTANCE,SHADOW DISTANCE,DISTANCE DES OMBRES,DISTANZA OMBRE,SCHATTENDISTANZ,DISTANCIA DE SOMBRAS,DISTANCIA DE SOMBRAS,DISTÂNCIA DAS SOMBRAS,ДАЛЬНОСТЬ ТЕНЕЙ,ДАЛЬНІСТЬ ТІНЕЙ,阴影距离,,影の描画距離,그림자 거리,ODLEGŁOŚĆ CIENI,GÖLGE MESAFESİ,ENDLINE
WORLD QUALITY,WORLD QUALITY,QUALITÉ DU MONDE,QUALITÀ DEL MONDO,WELTQUALITÄT,CALIDAD DEL MUNDO,CALIDAD DEL MUNDO,QUALIDADE DO MUNDO,КАЧЕСТВО МИРА,ЯКІСТЬ СВІТУ,世界质量,,ワールドクオリティ,세계 품질,JAKOSĆ ŚWIATA,DÜNYA KALİTESİ,ENDLINE
AMBIENT OCCLUSION,AMBIENT OCCLUSION,OCCLUSION AMBIANTE,OCCLUSIONE AMBIENTALE,UMGEBUNGSVERDECKUNG,OCLUSIÓN AMBIENTAL,OCLUSIÓN AMBIENTAL,OCLUSÃO AMBIENTAL,ФОНОВОЕ ЗАТЕМНЕНИЕ,ПРИРОДНЕ ЗАТІНЕННЯ,环境光遮蔽,,アンビエントオクルージョン,환경광 차폐,OKLUZJA OTOCZENIA,ORTAM ÖRTME,ENDLINE
NATIVE,NATIVE,NATIVE,NATIVA,NATIV,NATIVA,NATIVA,NATIVA,АППАРАТНОЕ,РІДНА,原生分辨率,,ネイティブ,원본,NATYWNA,YEREL,ENDLINE
LOW,LOW,BASSE,BASSA,NIEDRIG,BAJA,BAJA,NÍVEL BAIXO,НИЗКОЕ,НИЗЬКА,低,,低,낮음,NISKA,DÜŞÜK,ENDLINE
MEDIUM,MEDIUM,MOYENNE,MEDIA,MITTEL,MEDIA,MEDIA,NÍVEL MÉDIO,СРЕДНЕЕ,СЕРЕДНЯ,中,,中,중간,ŚREDNIA,ORTA,ENDLINE
HIGH,HIGH,ÉLEVÉE,ALTA,HOCH,ALTA,ALTA,NÍVEL ALTO,ВЫСОКОЕ,ВИСОКА,高,,高,높음,WYSOKA,YÜKSEK,ENDLINE
MICROPHONE,MICROPHONE,MICRO,MICROFONO,MIKROFON,MICRÓFONO,MICRÓFONO,MICROFONE,МИКРОФОН,МІКРОФОН,麦克风,,マイク,마이크,MIKROFON,MİKROFON,ENDLINE
MICROPHONE MODE,MICROPHONE MODE,MODE DU MICRO,MODALITÀ MICROFONO,MIKROFON-MODUS,MODO DEL MICRÓFONO,MODO DE MICRÓFONO,MODO DO MICROFONE,РЕЖИМ МИКРОФОНА,РЕЖИМ МІКРОФОНА,麦克风,,マイクモード,마이크 모드,TRYB MIKROFONU,MİKROFON MODU,ENDLINE
MASTER VOLUME,MASTER VOLUME,VOLUME GÉNÉRAL,VOLUME PRINCIPALE,GESAMT-LAUTSTÄRKE,VOLUMEN GENERAL,VOLUMEN MAESTRO,VOLUME GERAL,ОБЩАЯ ГРОМКОСТЬ,ЗАГАЛЬНА ГУЧНІСТЬ,主音量,,全体音量,전체 음량,GŁOŚNOŚĆ OGÓLNA,ANA SES,ENDLINE
SFX VOLUME,SFX VOLUME,VOLUME EFFETS SONORES,VOLUME EFFETTI,EFFEKT-LAUTSTÄRKE,VOLUMEN DE SONIDO,VOLUMEN DE EFECTOS DE SONIDO,VOLUME DE EFEITOS,ГРОМКОСТЬ ЭФФЕКТОВ,ГУЧНІСТЬ ЕФЕКТІВ,特效音量,,SFX音量,효과음 음량,GŁOŚNOŚĆ EFEKTÓW,ÖZEL EFEKT SESİ,ENDLINE
MUSIC VOLUME,MUSIC VOLUME,VOLUME MUSIQUE,VOLUME MUSICA,MUSIK-LAUTSTÄRKE,VOLUMEN DE MÚSICA,VOLUMEN DE LA MÚSICA,VOLUME DA MÚSICA,ГРОМКОСТЬ МУЗЫКИ,ГУЧНІСТЬ МУЗИКИ,音乐音量,,BGM音量,음악 음량,GŁOŚNOŚĆ MUZYKI,MÜZİK SESİ,ENDLINE
VOICES VOLUME,VOICES VOLUME,VOLUME VOIX,VOLUME VOCI,STIMMEN-LAUTSTÄRKE,VOLUMEN DE VOCES,VOLUMEN DE LAS VOCES,VOLUME DE VOZES,ГРОМКОСТЬ ГОЛОСА,ГУЧНІСТЬ ГОЛОСІВ,语音音量,,ボイス音量,목소리 음량,GŁOŚNOŚĆ GŁOSÓW,DİYALOG SESİ,ENDLINE
VOICE ACTIVATION,VOICE ACTIVATION,DÉTECTION DE LA VOIX,ATTIVAZIONE VOCALE,SPRACHAKTIVIERUNG,ACTIVACIÓN DE VOCES,ACTIVACIÓN DE VOZ,ATIVAÇÃO POR VOZ,АКТИВАЦИЯ ГОЛОСОМ,АКТИВАЦІЯ ГОЛОСУ,语音激活,,ボイスアクティベーション,음성 인식,AKTYWACJA GŁOSOWA,SESLE ETKİNLEŞTİRME,ENDLINE
PUSH TO TALK,PUSH TO TALK,APPUYER POUR PARLER,PREMI PER PARLARE,PUSH-TO-TALK,PULSAR PARA HABLAR,PRESIONA PARA HABLAR,APERTAR PARA FALAR,НАЖАТЬ ДЛЯ РАЗГОВОРА,"НАТИСНІТЬ, ЩОБ ГОВОРИТИ",按住说话,,プッシュトゥトーク,눌러서 말하기,"NACIŚNIJ, ABY MÓWIĆ",BAS-KONUŞ,ENDLINE
CONNECTING,CONNECTING...,CONNEXION...,CONNESSIONE IN CORSO...,VERBINDUNG WIRD HERGESTELLT ...,CONECTANDO...,CONECTANDO...,CONECTANDO...,ПОДКЛЮЧЕНИЕ...,З’ЄДНАННЯ...,连接中......,,接続中...,연결 중...,ŁĄCZENIE...,BAĞLANIYOR...,ENDLINE
AUTHENTICATING,AUTHENTICATING...,AUTHENTIFICATION...,AUTENTICAZIONE IN CORSO...,AUTHENTIFIZIERUNG ...,VERIFICANDO...,VERIFICANDO...,AUTENTICANDO...,АУТЕНТИФИКАЦИЯ...,АУТЕНТИФАЦІЯ...,验证中......,,認証中...,인증 중...,WERYFIKOWANIE...,DOĞRULANIYOR...,ENDLINE
FAILEDTOCONNECT,Failed to connect to Photon Network,Échec de la connexion au réseau Photon,Connessione a Photon Network non riuscita,Verbindung zum Photon-Netzwerk konnte nicht hergestellt werden,No se ha podido conectar con el servidor de Photon,No se pudo establecer la conexión con Photon Network,Falha ao conectar-se à rede Photon.,Не удалось подключиться к сети Photon,Не вдалося з’єднатися із сервісом Photon Network,未能连接至 Photon 网络,,Photon Networkに接続できませんでした,Photon Network에 연결하지 못했습니다,Nie udało się połączyć z Photon Network,Photon Network bağlantısı başarısız oldu,ENDLINE
TRYCONNECTAGAIN,Try to connect again or play in offline mode?,Voulez-vous réessayer ou jouer hors ligne ?,Riprovare o giocare in modalità offline?,Erneut versuchen oder im Offline-Modus spielen?,"¿Quieres intentarlo de nuevo, o prefieres jugar sin conexión?",Intenta conectarte de nuevo o juega en el modo sin conexión.,Deseja conectar-se novamente ou jogar no modo offline?,Попробовать еще раз или играть вне сети?,Повторити спробу чи перейти в офлайн-режим?,尝试重连或以离线模式游玩？,,もう一度接続を試みますか？それともオフラインモードでプレイしますか？,다시 연결하시겠습니까 아니면 오프라인 모드로 플레이하시겠습니까?,Spróbuj połączyć ponownie lub graj w trybie offline.,Tekrar bağlanmayı dene ya da çevrim dışı oyna.,ENDLINE
LANGUAGE,LANGUAGE,LANGUE,LINGUA,SPRACHE,IDIOMA,IDIOMA,IDIOMA,ЯЗЫК,МОВА,语言,,言語,언어,JĘZYK,DİL,ENDLINE
CONTROLLER ICONS,CONTROLLER ICONS,ICÔNES MANETTE,ICONE CONTROLLER,CONTROLLER-SYMBOLE,ICONOS DE MANDO,ÍCONOS DEL CONTROL,ÍCONES DO CONTROLE,ЗНАЧКИ КОНТРОЛЕРА,ЗНАЧКИ КОНТРОЛЕРА,手柄图标,,コントローラーアイコン,컨트롤러 아이콘,IKONY KONTROLERA,OYUN KUMANDASI SİMGELERİ,ENDLINE
LOBBY MODE,LOBBY MODE,MODE DU SALON,MODALITÀ LOBBY,LOBBY-MODUS,MODO DE SALA,MODO DE LA SALA,MODO LOBBY,РЕЖИМ ЛОББИ,ТИП ЛОБІ,大厅可见度,,ロビーモード,로비 모드,TRYB POCZEKALNI,LOBİ MODU,ENDLINE
INVITE ONLY,INVITE ONLY,SUR INVITATION UNIQUEMENT,SOLO SU INVITO,NUR EINLADUNG,POR INVITACIÓN,SOLO POR INVITACIÓN,APENAS CONVITE,ПО ПРИГЛАШЕНИЮ,ЗА ЗАПРОШЕННЯМ,仅限邀请,,招待のみ,초대 전용,TYLKO ZAPROSZENIA,YALNIZCA DAVET,ENDLINE
FRIENDS,OPEN TO FRIENDS,OUVERT AUX AMIS,APERTA AGLI AMICI,FÜR FREUNDE GEÖFFNET,ABIERTA PARA AMIGOS,DISPONIBLE PARA AMIGOS,ABERTO PARA AMIGOS,ОТКРЫТО ДРУЗЬЯМ,ВІДКРИТО ДЛЯ ДРУЗІВ,仅限好友,,フレンドに公開,친구에게 공개,OTWARTA DLA ZNAJOMYCH,ARKADAŞLARA AÇIK,ENDLINE
NAME_FRISBEE,FLYING DISC,DISQUE VOLANT,DISCO VOLANTE,WURFSCHEIBE,DISCO VOLANTE,DISCO VOLADOR,DISCO,ТАРЕЛОЧКА,ЛІТАЮЧИЙ ДИСК,飞盘,,フライングディスク,플라잉 디스크,LATAJĄCY DYSK,UÇAN DİSK,ENDLINE
NAME_PARASOL,PARASOL,PARASOL,OMBRELLO,SCHIRM,SOMBRILLA,SOMBRILLA,GUARDA-SOL,ЗОНТИК,ПАРАСОЛЬКА,太阳伞,,パラソル,파라솔,PARASOL,GÜNEŞ ŞEMSİYESİ,ENDLINE
AUTO,AUTO,AUTO,AUTOMATICHE,AUTO,AUTO.,AUTOMÁTICO,AUTOMÁTICO,АВТО,АВТО,自动,,自動,자동,AUTOMATYCZNE,OTOMATİK,ENDLINE
MODAL_MISMATCH_TITLE,GAME VERSION MISMATCH,VERSIONS INCOMPATIBLES,VERSIONI DIVERSE DEL GIOCO,SPIELVERSION STIMMT NICHT ÜBEREIN,VERSIONES DIFERENTES,LA VERSIÓN DEL JUEGO NO COINCIDE,VERSÃO DE JOGO INCOMPATÍVEL,НЕ СОВПАДАЕТ ВЕРСИЯ ИГРЫ,РІЗНІ ВЕРСІЇ ГРИ,游戏版本不匹配,,ゲームバージョンが一致していません,게임 버전 불일치,NIEZGODNOŚĆ WERSJI GRY,OYUN VERSİYONU UYUŞMAZLIĞI,ENDLINE
MODAL_MISMATCH_BODY,Host has different game version: [#] while you have [&].,La version du jeu de l'hôte ([#]) est différente de la vôtre ([&]).,"L'host ha la versione [#], tu hai la [&].",Deine Spielversion ([&]) unterscheidet sich von der Version des Hosts ([#]).,"El anfitrión tiene la versión [#], mientras que tú tienes la [&].",El anfitrión tiene la versión [#] y tú la [&].,"Anfitrião tem a versão [#], mas você tem a [&].","У организатора игра версии [#], а у вас — [&].",У власника лобі інша версія гри: [#] (у вас: [&]).,主机的游戏版本为：[#]，你的版本是 [&]。,,ホスト側のゲームバージョンは「[#]」で、プレイヤー側のバージョン「[&]」と異なっています。,호스트의 게임 버전([#])이 플레이어의 게임 버전([&])과 다릅니다.,"Gospodarz ma wersję gry [#], a ty [&].",Sunucu versiyonu [#] iken senin versiyonun [&].,ENDLINE
MODAL_CANTFINDLOBBY_TITLE,FAILED TO FIND LOBBY,ÉCHEC DE LA RECHERCHE DE SALON,LOBBY NON TROVATA,KEINE LOBBY GEFUNDEN,ERROR AL ENCONTRAR SALA,ERROR AL BUSCAR LA SALA,FALHA AO PROCURAR LOBBY,ЛОББИ НЕ НАЙДЕНО,НЕ ВДАЛОСЯ ЗНАЙТИ ЛОБІ,无法找到房间,,ロビーが見つかりませんでした,로비를 찾지 못했습니다,NIE UDAŁO SIĘ ZNALEŹĆ POCZEKALNI,LOBİ BULUNAMADI,ENDLINE
MODAL_CANTFINDLOBBY_BODY,This invite might be out of date.,Cette invitation a peut-être expiré.,Questo invito potrebbe essere scaduto.,Diese Einladung ist womöglich abgelaufen.,Esta invitación puede haber expirado.,Es posible que la invitación haya expirado.,Este convite pode estar desatualizado.,"Возможно, приглашение просрочено.",Це запрошення застаріло.,该邀请已过期。,,招待の有効期限が切れている可能性があります。,초대장이 만료됐을 수 있습니다.,To zaproszenie może być nieaktualne.,Bu davet eski olabilir.,ENDLINE
